Applicant,Application,Created date,Submitted date,Offer type,Offer course name,Gender,Special needs,Disadvantaged background,Latest Higher Education Institution,Latest Education Level,Education - Block 1: Level of education,Education - Block 2: Level of education,Language: native,Extra question: Intended Major/Program of study at Ashesi University,"Extra question: Have you applied to Ashesi before? If ""yes"" indicate the year.",Extra question: Have any of your family members gained admission to Ashesi University?,Extra question: Is he/she alive?,Extra question: Relationship to you?,Extra question: Level of education,Extra question: Is he/she alive?,Extra question: Relationship to you?,Extra question: Level of education,Extra question: Is he/she alive?,Extra question: Relationship to you?,Extra question: Level of education,Extra question: Is he/she alive?,Extra question: Relationship to you?,Extra question: Level of education,Extra question: Type of Exam,Extra question: Exam Year,Extra question: Certificate Awarded,Extra question: Graduating/Cummulative Score,Extra question: Certificate Classification,Extra question: How did you hear about Ashesi? You can select all that apply to you:,"Extra question: Have you ever attended any Ashesi sponsored high school event? If ""yes"" please state event and year of attendance.",Extra question: Do you Need Financial Aid?,Extra question: Do you need Financial Aid?,Extra question: Do you need Financial Aid,Extra question: Do you Need Financial Aid?,Language test - numerical score,Language test - textual score,Motivation letter - numerical score,Motivation letter - textual score,Skype interviw grade - numerical score
1211,1100,19/01/2018 22:08,14/07/2018 0:41,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,,ee,,No,No,,,,,,,,,,,,,WASSCE - Ghana,03/04/2018,,,,"Ashesi Student/Alumni
Friend
Ashesi Website
School Visit",,No,,,,,,,,
1217,1106,19/01/2018 22:29,29/03/2018 23:25,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,,tw,,No,No,,,,,,,,,,,,,WASSCE - Ghana,15/05/2016,,,,"Friend
Ashesi Website
Teacher / Counselor",-,Yes,,,,,,,,
1226,1112,20/01/2018 2:11,23/07/2018 21:54,Enrolled,[B.Sc.] Business Administration,M,,,,SE,SE,,en,,No,Yes,,,,,,,,,,,,,WASSCE - Ghana,04/04/2018,,,,"Ashesi Parent
Ashesi Student/Alumni
Friend
Ashesi Website
School Visit",Career Fair,Yes,,,,,,,,
1229,1115,20/01/2018 2:32,23/07/2018 21:44,Enrolled,[B.Sc.] Computer Engineering,M,,,,SE,SE,,en,,No,Yes,,,,,,,,,,,,,WASSCE - Ghana,05/04/2018,,,,"Ashesi Parent
Ashesi Student/Alumni
Friend
Newspaper
Radio
Ashesi Website
Teacher / Counselor
School Visit",Career Day at GCIHS in 2015,Yes,,,,,,,,
1241,1127,20/01/2018 9:17,30/05/2018 15:31,Failed,[B.Sc.] Business Administration,F,,,,SE,SE,,tw,,No,No,,,,,,,,,,,,,IGCSE 'A' Level,10/05/2016,,,,"Ashesi Student/Alumni
Friend
Teacher / Counselor",,Yes,,,,,,,,
1244,1130,20/01/2018 9:58,04/09/2018 20:20,Enrolled,[B.Sc.] Electrical/Electronic Engineering,F,,,,SE,SE,SE,ak,,No,No,,,,,,,,,,,,,WASSCE - Ghana,24/03/2017,,,,"Ashesi Student/Alumni
Ashesi Website
Teacher / Counselor
Campus Tour
School Visit",No,Yes,,,,,,,,
1250,1136,20/01/2018 10:43,14/07/2018 4:27,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,,en,,No,No,,,,,,,,,,,,,"IGCSE 'A' Level
International Baccalaureate (IB) Diploma",06/07/2018,,,,"Ashesi Parent
Ashesi Student/Alumni
Friend
Television
Ashesi Website
School Visit","Ashesi students came at SOS-HGIC for a visit during holiday and have games and spent the day together.
Ashesi students visit SOS-HGIC  in Tema periodically and have attended such visits.",Yes,,,,,,,,
1259,1145,20/01/2018 13:32,10/06/2018 13:29,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,,en,,No,No,,,,,,,,,,,,,International Baccalaureate (IB) Diploma,18/05/2018,,,,"Ashesi Student/Alumni
Ashesi Website
Teacher / Counselor
Campus Tour
School Visit","Yes, I attended the Ashesi Innovation Experience in 2015 also I have visited Ashesi on an exchange visit with the international students from SOS-HGIC",Yes,,,,,,,,
1274,1157,20/01/2018 16:04,03/08/2018 4:03,Enrolled,[B.Sc.] Electrical/Electronic Engineering,M,,,,SE,SE,OQ,ee,,No,Yes,,,,,,,,,,,,,WASSCE - Ghana,03/04/2018,,,,"Ashesi Parent
Ashesi Student/Alumni
Friend",No,No,,,,,,,,
1280,1163,20/01/2018 17:59,07/06/2018 1:20,Failed,[B.Sc.] Electrical/Electronic Engineering,M,,,,SE,SE,,ny,,No,No,,,,,,,,,,,,,High School Diploma,13/06/2017,,,,Ashesi Student/Alumni,,Yes,,,,,,,,
1289,1172,20/01/2018 21:12,08/03/2018 13:35,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,SE,en,,No,No,,,,,,,,,,,,,WASSCE - Nigeria,06/05/2016,,,,Ashesi Website,No,Yes,,,,,,,,
1292,1175,20/01/2018 21:25,02/06/2018 6:47,Failed,[B.Sc.] Electrical/Electronic Engineering,M,,,,SE,SE,,byv,,No,No,,,,,,,,,,,,,WASSCE - Ghana,11/05/2016,,,,Teacher / Counselor,,Yes,,,,,,,,
1295,1178,20/01/2018 21:58,22/02/2018 8:46,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,,en,,No,No,,,,,,,,,,,,,WASSCE - Ghana,20/01/2016,,,,"Ashesi Student/Alumni
Friend",,Yes,,,,,,,,
1295,1178,20/01/2018 21:58,22/02/2018 8:46,Failed,[B.Sc.] Mechanical Engineering,M,,,,SE,SE,,en,,No,No,,,,,,,,,,,,,WASSCE - Ghana,20/01/2016,,,,"Ashesi Student/Alumni
Friend",,Yes,,,,,,,,
1307,1190,21/01/2018 9:12,17/08/2018 16:15,Failed,[B.Sc.] Electrical/Electronic Engineering,M,,,Addis Ababa University,BA,BA,,am,,no,No,,,,,,,,,,,,,Other Official Exam,11/07/2019,,,,Ashesi Website,no,Yes,,,,,,,,
1310,1193,21/01/2018 10:02,29/03/2018 17:32,Failed,[B.Sc.] Electrical/Electronic Engineering,M,,,,SE,SE,,ki,,no,No,,,,,,,,,,,,,Other Official Exam,15/10/2015,,,,Friend,,Yes,,,,,,,,
551,1196,21/01/2018 10:30,12/04/2018 16:47,Enrolled,[B.Sc.] Mechanical Engineering,F,,,,OQ,OQ,,sw,,"Yes, in 2017",No,,,,,,,,,,,,,Other Official Exam,30/11/2016,,,,"Ashesi Student/Alumni
Friend
Newspaper
Ashesi Website
Teacher / Counselor
Campus Tour",No,Yes,,,,,,,,
1316,1202,21/01/2018 11:21,01/03/2018 18:24,Failed,[B.Sc.] Computer Engineering,F,,,,SE,SE,SE,ak,,"No, this is my first time.",No,,,,,,,,,,,,,Other Official Exam,30/10/2017,,,,"Ashesi Student/Alumni
Ashesi Website
Teacher / Counselor
Campus Tour
School Visit",No,Yes,,,,,,,,
1166,1205,21/01/2018 12:25,23/08/2018 14:40,Enrolled,[B.Sc.] Business Administration,M,,,,SE,SE,OQ,en,,No,Yes,,,,,,,,,,,,,IGCSE 'A' Level,08/05/2018,,,,Ashesi Student/Alumni,,No,,,,,,,,
1331,1214,21/01/2018 15:56,14/08/2018 19:00,Withdrawn,[B.Sc.] Mechanical Engineering,M,,,,SE,SE,,en,,No,No,,,,,,,,,,,,,IGCSE 'A' Level,08/05/2018,,,,"Ashesi Student/Alumni
Friend
Ashesi Website
Teacher / Counselor
School Visit",,Yes,,,,,,,,
1331,1214,21/01/2018 15:56,14/08/2018 19:00,Enrolled,[B.Sc.] Computer Science,M,,,,SE,SE,,en,,No,No,,,,,,,,,,,,,IGCSE 'A' Level,08/05/2018,,,,"Ashesi Student/Alumni
Friend
Ashesi Website
Teacher / Counselor
School Visit",,Yes,,,,,,,,
1346,1229,21/01/2018 18:06,28/03/2018 13:43,Withdrawn,[B.Sc.] Electrical/Electronic Engineering,M,,,,SE,SE,,rw,,No,No,,,,,,,,,,,,,High School Diploma,01/12/2017,,,,Teacher / Counselor,No,Yes,,,,,,,,
1178,1241,21/01/2018 20:10,15/06/2018 20:32,Failed,[B.Sc.] Mechanical Engineering,M,,,,SE,SE,,ff,,No,No,,,,,,,,,,,,,WASSCE - Gambia,25/06/2016,,,,"Ashesi Student/Alumni
Ashesi Website
Teacher / Counselor",No,Yes,,,,,,,,
1394,1274,22/01/2018 9:40,30/07/2018 20:56,Enrolled,[B.Sc.] Business Administration,F,,,,SE,SE,OQ,en,,No,Yes,,,,,,,,,,,,,WASSCE - Ghana,09/04/2018,,,,"Ashesi Parent
Ashesi Student/Alumni
Campus Tour",No,Yes,,,,,,,,
1400,1280,22/01/2018 10:30,22/02/2018 12:21,Enrolled,[B.Sc.] Business Administration,F,,,,SE,SE,,gaa,,No,No,,,,,,,,,,,,,WASSCE - Ghana,04/04/2018,,,,"Ashesi Parent
Ashesi Student/Alumni
Friend
Newspaper
Television
Radio
Ashesi Website
Teacher / Counselor
School Visit",No,Yes,,,,,,,,
1409,1289,22/01/2018 11:13,24/03/2018 21:50,Withdrawn,[B.Sc.] Computer Science,M,,,,SE,SE,,en,,N/A,Yes,,,,,,,,,,,,,WASSCE - Ghana,09/08/2017,,,,Ashesi Student/Alumni,Ashesi Innovation Experience 2016,Yes,,,,,,,,
1424,1301,22/01/2018 12:31,13/03/2018 18:52,Failed,[B.Sc.] Computer Engineering,M,,,,SE,SE,,ak,,No,No,,,,,,,,,,,,,WASSCE - Ghana,30/03/2017,,,,"Friend
Ashesi Website",,Yes,,,,,,,,
1463,1331,22/01/2018 18:52,27/07/2018 11:39,Enrolled,[B.Sc.] Business Administration,M,,,,SE,SE,,rw,,N/A,No,,,,,,,,,,,,,High School Diploma,21/11/2017,,,,"Ashesi Student/Alumni
Ashesi Website",N/A,Yes,,,,,,,,
1469,1334,22/01/2018 19:04,30/04/2018 21:43,Failed,[B.Sc.] Mechanical Engineering,M,,,,SE,SE,,und,,no,No,,,,,,,,,,,,,IGCSE 'A' Level,18/11/2016,,,,Ashesi Website,"NO, I DIDN'T ATTEND!",Yes,,,,,,,,
1466,1337,22/01/2018 19:10,15/07/2018 14:16,Withdrawn,[B.Sc.] Electrical/Electronic Engineering,M,,,,SE,SE,,fat,,No,No,,,,,,,,,,,,,WASSCE - Ghana,03/04/2018,,,,"Ashesi Website
School Visit",AIX 2016,Yes,,,,,,,,
1466,1337,22/01/2018 19:10,15/07/2018 14:16,Enrolled,[B.Sc.] Computer Science,M,,,,SE,SE,,fat,,No,No,,,,,,,,,,,,,WASSCE - Ghana,03/04/2018,,,,"Ashesi Website
School Visit",AIX 2016,Yes,,,,,,,,
1472,1340,22/01/2018 19:50,14/07/2018 12:17,Withdrawn,[B.Sc.] Business Administration,M,,,,SE,SE,,fat,,No,No,,,,,,,,,,,,,WASSCE - Ghana,09/04/2018,,,,"Friend
Ashesi Website
School Visit",,No,,,,,,,,
1472,1340,22/01/2018 19:50,14/07/2018 12:17,Enrolled,[B.Sc.] Management Information Systems,M,,,,SE,SE,,fat,,No,No,,,,,,,,,,,,,WASSCE - Ghana,09/04/2018,,,,"Friend
Ashesi Website
School Visit",,No,,,,,,,,
1478,1346,22/01/2018 21:35,28/06/2018 15:34,Failed,[B.Sc.] Business Administration,F,,,,SE,SE,,sn,,No,No,,,,,,,,,,,,,IGCSE 'A' Level,10/10/2017,,,,Ashesi Student/Alumni,No,Yes,,,,,,,,
1490,1352,23/01/2018 7:18,02/08/2018 15:46,Enrolled,[B.Sc.] Business Administration,F,,,,SE,SE,,ki,,No,No,,,,,,,,,,,,,Other Official Exam,01/11/2016,,,,"Ashesi Student/Alumni
Friend
Ashesi Website",,Yes,,,,,,,,
1526,1385,23/01/2018 13:53,21/02/2018 12:21,Failed,[B.Sc.] Business Administration,M,,,University of Ghana,BA,BA,SE,gaa,,No,No,,,,,,,,,,,,,WASSCE - Ghana,24/03/2017,,,,"Ashesi Student/Alumni
Ashesi Website
School Visit","School Visit,2016",Yes,,,,,,,,
1544,1403,23/01/2018 17:01,22/03/2018 14:10,Failed,[B.Sc.] Mechanical Engineering,M,,,,OQ,SE,OQ,nd,,2016,No,,,,,,,,,,,,,IGCSE 'A' Level,20/10/2013,,,,"Ashesi Student/Alumni
Newspaper
Ashesi Website
Teacher / Counselor",,Yes,,,,,,,,
1553,1409,23/01/2018 20:13,14/08/2018 14:46,Enrolled,[B.Sc.] Business Administration,M,,,,SE,SE,,en,,No,No,,,,,,,,,,,,,IGCSE 'A' Level,08/05/2018,,,,"Teacher / Counselor
School Visit",No,No,,,,,,,,
1556,1412,23/01/2018 20:16,15/08/2018 18:45,Failed,[B.Sc.] Business Administration,F,,,,SE,SE,,en,,No,No,,,,,,,,,,,,,IGCSE 'A' Level,09/05/2018,,,,Friend,,No,,,,,,,,
1561,1417,23/01/2018 22:17,12/06/2018 11:21,Enrolled,[B.Sc.] Business Administration,F,,,,SE,SE,,ee,,Yes 2017,No,,,,,,,,,,,,,WASSCE - Ghana,01/04/2016,,,,Ashesi Website,No,Yes,,,,,,,,
1571,1427,24/01/2018 6:18,22/03/2018 8:48,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,,fat,,2017,No,,,,,,,,,,,,,WASSCE - Ghana,31/03/2017,,,,"Ashesi Student/Alumni
Friend
Ashesi Website",Ashesi Innovation Experience - 2015,Yes,,,,,,,,
1577,1430,24/01/2018 7:18,16/07/2018 11:32,Enrolled,[B.Sc.] Electrical/Electronic Engineering,M,,,,SE,SE,,ee,,No,No,,,,,,,,,,,,,WASSCE - Ghana,03/04/2018,,,,"Ashesi Student/Alumni
Friend
Newspaper
Radio
Ashesi Website
Teacher / Counselor
School Visit",,No,,,,,,,,
1589,1442,24/01/2018 8:08,05/06/2018 11:44,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,,om,,No,No,,,,,,,,,,,,,Other Official Exam,07/11/2016,,,,"Ashesi Student/Alumni
Friend",No,Yes,,,,,,,,
1595,1448,24/01/2018 8:32,03/04/2018 12:29,Failed,[B.Sc.] Management Information Systems,F,,,,,SE,,en,,no,No,,,,,,,,,,,,,"High School Diploma
WASSCE - Nigeria",20/04/2016,,,,Ashesi Website,,Yes,,,,,,,,
1601,1451,24/01/2018 9:03,06/06/2018 0:59,Failed,[B.Sc.] Mechanical Engineering,M,,,,SE,SE,,en,,NO,No,,,,,,,,,,,,,IGCSE 'A' Level,09/05/2018,,,,School Visit,,No,,,,,,,,
1613,1463,24/01/2018 9:55,30/06/2018 11:05,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,,ee,,No,No,,,,,,,,,,,,,WASSCE - Ghana,12/05/2017,,,,"Friend
Ashesi Website
Teacher / Counselor",No,Yes,,,,,,,,
1631,1484,24/01/2018 12:48,24/06/2018 15:05,Failed,[B.Sc.] Management Information Systems,M,,,,SE,SE,SE,rwk,,No,No,,,,,,,,,,,,,High School Diploma,08/11/2015,,,,Ashesi Website,No,Yes,,,,,,,,
1640,1493,24/01/2018 13:50,16/07/2018 19:39,Failed,[B.Sc.] Management Information Systems,F,,,,SE,SE,SE,en,,NO,No,,,,,,,,,,,,,IGCSE 'A' Level,01/05/2018,,,,"Ashesi Student/Alumni
Friend
Ashesi Website
Campus Tour
School Visit","Ashesi Innovation Experience 
Year of Attendance: 2017",Yes,,,,,,,,
1676,1523,24/01/2018 17:54,25/04/2018 14:46,Failed,[B.Sc.] Computer Science,F,,,,OQ,SE,OQ,en,,No,No,,,,,,,,,,,,,"WASSCE - Gambia
IGCSE 'A' Level",02/04/2014,,,,"Ashesi Student/Alumni
Friend
Ashesi Website",,Yes,,,,,,,,
1679,1526,24/01/2018 18:52,09/05/2018 8:09,Failed,[B.Sc.] Computer Engineering,M,,,,SE,SE,,ny,,NO,No,,,,,,,,,,,,,Other Official Exam,22/06/2017,,,,Teacher / Counselor,No,Yes,,,,,,,,
1691,1535,24/01/2018 19:41,04/03/2018 13:04,Enrolled,[B.Sc.] Business Administration,F,,,,SE,SE,,en,,No,No,,,,,,,,,,,,,WASSCE - Ghana,18/05/2018,,,,Ashesi Website,,No,,,,,,,,
1703,1550,24/01/2018 21:03,27/06/2018 12:57,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,,ki,,No,No,,,,,,,,,,,,,Other Official Exam,07/11/2016,,,,"Ashesi Student/Alumni
Ashesi Website
Teacher / Counselor",NO,Yes,,,,,,,,
1733,1580,25/01/2018 10:58,03/04/2018 12:29,Failed,[B.Sc.] Mechanical Engineering,M,,,,SE,SE,,rw,,NO,No,,,,,,,,,,,,,High School Diploma,26/10/2016,,,,"Friend
Newspaper",no.,Yes,,,,,,,,
1739,1586,25/01/2018 12:00,12/06/2018 0:39,Enrolled,[B.Sc.] Computer Science,M,,,,,SE,,en,,"Yes, 2017.",Yes,,,,,,,,,,,,,IGCSE 'A' Level,08/05/2017,,,,"Ashesi Parent
Ashesi Student/Alumni
Friend
Teacher / Counselor
School Visit",No.,Yes,,,,,,,,
1742,1589,25/01/2018 13:03,08/03/2018 17:11,Failed,[B.Sc.] Management Information Systems,M,,,,SE,SE,OQ,en,,"Yes, 2016",Yes,,,,,,,,,,,,,WASSCE - Ghana,20/02/2017,,,,School Visit,Ashesi Visit to Presec Legon in 2017,Yes,,,,,,,,
1754,1598,25/01/2018 18:20,02/03/2018 8:22,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,,tw,,2016,No,,,,,,,,,,,,,WASSCE - Ghana,11/05/2016,,,,"Ashesi Student/Alumni
Friend
Television
Radio
Ashesi Website
Teacher / Counselor
Campus Tour
School Visit","Ashesi Robotics Experience, in August 12, 2013, Adult Literacy Foundation Education.",Yes,,,,,,,,
1565,1601,25/01/2018 18:40,29/05/2018 8:27,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,,ig,,No,No,,,,,,,,,,,,,WASSCE - Nigeria,07/06/2011,,,,Friend,NA,Yes,,,,,,,,
1760,1607,25/01/2018 19:29,26/01/2018 12:45,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,,rwk,,No,No,,,,,,,,,,,,,High School Diploma,01/12/2017,,,,Friend,No,Yes,,,,,,,,
1772,1619,26/01/2018 0:31,24/04/2018 16:47,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,,ee,,No,No,,,,,,,,,,,,,WASSCE - Ghana,09/04/2013,,,,"Newspaper
Television
Radio
Ashesi Website",,Yes,,,,,,,,
1775,1622,26/01/2018 7:04,01/08/2018 9:13,Failed,[B.Sc.] Business Administration,F,,,,SE,SE,,ee,,No,No,,,,,,,,,,,,,WASSCE - Ghana,03/04/2018,,,,Friend,,No,,,,,,,,
1778,1625,26/01/2018 7:16,01/06/2018 12:16,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,,en,,No,No,,,,,,,,,,,,,WASSCE - Ghana,12/04/2018,,,,"Ashesi Student/Alumni
Friend
Television
Ashesi Website",No,No,,,,,,,,
1790,1634,26/01/2018 9:35,14/03/2018 11:27,Enrolled,[B.Sc.] Electrical/Electronic Engineering,F,,,,SE,SE,,sn,,No,No,,,,,,,,,,,,,Other Official Exam,07/11/2017,,,,Ashesi Student/Alumni,No,Yes,,,,,,,,
1811,1655,26/01/2018 12:02,23/06/2018 9:26,Enrolled,[B.Sc.] Electrical/Electronic Engineering,M,,,,SE,SE,,sw,,NO,No,,,,,,,,,,,,,Other Official Exam,13/11/2017,,,,"Ashesi Student/Alumni
Friend
Ashesi Website",No,Yes,,,,,,,,
1814,1658,26/01/2018 12:22,22/05/2018 18:40,Withdrawn,[B.Sc.] Management Information Systems,M,,,,SE,SE,,yo,,No,No,,,,,,,,,,,,,"High School Diploma
WASSCE - Nigeria",27/03/2018,,,,Campus Tour,,No,,,,,,,,
1835,1679,26/01/2018 18:09,25/03/2018 15:56,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,,ak,,2017,No,,,,,,,,,,,,,WASSCE - Ghana,04/05/2015,,,,Ashesi Student/Alumni,,Yes,,,,,,,,
1844,1688,26/01/2018 21:07,21/05/2018 21:14,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,,en,,no,Yes,,,,,,,,,,,,,WASSCE - Ghana,01/05/2018,,,,"Ashesi Parent
Ashesi Student/Alumni",no,Yes,,,,,,,,
1862,1700,27/01/2018 14:37,27/05/2018 12:29,Failed,[B.Sc.] Electrical/Electronic Engineering,F,,,,SE,SE,,rw,,No,No,,,,,,,,,,,,,High School Diploma,21/11/2017,,,,Teacher / Counselor,No,Yes,,,,,,,,
1874,1703,27/01/2018 19:26,29/03/2018 18:45,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,,ki,,No,No,,,,,,,,,,,,,Other Official Exam,08/11/2016,,,,"Ashesi Student/Alumni
Ashesi Website",No,Yes,,,,,,,,
1892,1721,28/01/2018 1:09,16/08/2018 14:53,Withdrawn,[B.Sc.] Electrical/Electronic Engineering,M,,,,SE,SE,SE,teo,,No,No,,,,,,,,,,,,,IGCSE 'A' Level,04/12/2017,,,,Teacher / Counselor,No,Yes,,,,,,,,
1898,1727,28/01/2018 15:07,28/01/2018 16:37,Failed,[B.Sc.] Mechanical Engineering,M,,,,SE,SE,,rw,,No,No,,,,,,,,,,,,,High School Diploma,03/11/2016,,,,Friend,No,Yes,,,,,,,,
1907,1736,28/01/2018 17:34,27/02/2018 22:31,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,,tw,,No,No,,,,,,,,,,,,,WASSCE - Ghana,11/04/2017,,,,"Friend
Ashesi Website",No,Yes,,,,,,,,
1928,1757,29/01/2018 10:59,27/08/2018 18:57,Enrolled,[B.Sc.] Computer Science,M,,,,SE,SE,,ak,,No,No,,,,,,,,,,,,,WASSCE - Ghana,03/04/2018,,,,"Friend
Radio
Ashesi Website
Teacher / Counselor",,No,,,,,,,,
1934,1763,29/01/2018 11:46,30/01/2018 13:16,Failed,[B.Sc.] Business Administration,M,,,,,SE,SE,en,,Yes - 2016 and 2017,No,,,,,,,,,,,,,WASSCE - Ghana,15/06/2015,,,,"Ashesi Parent
Ashesi Student/Alumni
Ashesi Website
Teacher / Counselor",No,Yes,,,,,,,,
1940,1769,29/01/2018 12:26,12/03/2018 9:34,Enrolled,[B.Sc.] Computer Engineering,M,,,,SE,SE,,nr,,No,No,,,,,,,,,,,,,IGCSE 'A' Level,07/11/2017,,,,"Ashesi Student/Alumni
Friend
Ashesi Website
Teacher / Counselor",No,Yes,,,,,,,,
1958,1787,29/01/2018 17:14,17/03/2018 18:32,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,,ee,,No,No,,,,,,,,,,,,,WASSCE - Ghana,13/05/2016,,,,Teacher / Counselor,No.,Yes,,,,,,,,
1961,1790,29/01/2018 17:54,08/03/2018 17:34,Enrolled,[B.Sc.] Business Administration,F,,,,SE,SE,,en,,NO,No,,,,,,,,,,,,,WASSCE - Ghana,06/05/2016,,,,Teacher / Counselor,,Yes,,,,,,,,
1964,1793,29/01/2018 18:49,04/09/2018 17:30,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,,en,,No,No,,,,,,,,,,,,,WASSCE - Ghana,16/05/2013,,,,"Television
Ashesi Website",No.,Yes,,,,,,,,
2003,1823,30/01/2018 13:27,15/02/2018 18:03,Failed,[B.Sc.] Computer Science,M,,,,SE,SE,,tw,,No,No,,,,,,,,,,,,,WASSCE - Ghana,06/06/2016,,,,Teacher / Counselor,No,Yes,,,,,,,,
2018,1835,30/01/2018 15:17,21/05/2018 23:35,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,SE,gaa,,2016,No,,,,,,,,,,,,,WASSCE - Ghana,30/11/2015,,,,"Friend
Newspaper
Television
Radio
Ashesi Website",No,Yes,,,,,,,,
2027,1838,30/01/2018 16:32,28/03/2018 13:50,Failed,[B.Sc.] Management Information Systems,F,,,,SE,SE,,en,,No,No,,,,,,,,,,,,,WASSCE - Ghana,30/01/2018,,,,"Television
Ashesi Website",No,Yes,,,,,,,,
2033,1844,30/01/2018 17:46,03/09/2018 10:06,Enrolled,[B.Sc.] Electrical/Electronic Engineering,M,,,,SE,SE,,tw,,No,No,,,,,,,,,,,,,WASSCE - Ghana,03/04/2018,,,,"Ashesi Parent
Ashesi Student/Alumni
Friend
Newspaper
Television
Ashesi Website
Teacher / Counselor",,No,,,,,,,,
2036,1847,30/01/2018 17:52,13/02/2018 17:39,Failed,[B.Sc.] Management Information Systems,F,,,,SE,SE,,en,,No,No,,,,,,,,,,,,,WASSCE - Ghana,30/01/2018,,,,"Friend
Television
Ashesi Website",No,Yes,,,,,,,,
2039,1850,30/01/2018 20:06,17/07/2018 10:04,Failed,[B.Sc.] Computer Science,F,,,,SE,SE,,en,,no,No,,,,,,,,,,,,,WASSCE - Ghana,09/04/2018,,,,"Ashesi Student/Alumni
Friend
Ashesi Website
Campus Tour
School Visit",yes. Ashesi Innovation Experience -2017,No,,,,,,,,
2045,1856,30/01/2018 23:06,28/03/2018 13:51,Failed,[B.Sc.] Management Information Systems,M,,,,SE,SE,,en,,No,No,,,,,,,,,,,,,WASSCE - Ghana,30/01/2018,,,,"Television
Ashesi Website
Teacher / Counselor",No,Yes,,,,,,,,
2048,1859,30/01/2018 23:41,15/02/2018 14:33,Enrolled,[B.Sc.] Computer Science,M,,,,SE,SE,,en,,No,No,,,,,,,,,,,,,WASSCE - Ghana,30/01/2018,,,,"Ashesi Website
Teacher / Counselor",No,Yes,,,,,,,,
2063,1868,31/01/2018 9:46,17/07/2018 11:39,Withdrawn,[B.Sc.] Computer Engineering,F,,,,SE,SE,OQ,ak,,NO,No,,,,,,,,,,,,,WASSCE - Ghana,28/03/2018,,,,Ashesi Website,NO,No,,,,,,,,
2072,1877,31/01/2018 15:18,16/07/2018 13:14,Failed,[B.Sc.] Business Administration,F,,,,SE,SE,,en,,No,No,,,,,,,,,,,,,WASSCE - Ghana,01/05/2018,,,,"Friend
Ashesi Website
Teacher / Counselor
School Visit
Other",,No,,,,,,,,
2114,1910,01/02/2018 11:17,05/04/2018 13:09,Failed,[B.Sc.] Business Administration,F,,,,SE,SE,,en,,No,No,,,,,,,,,,,,,Other Official Exam,13/06/2017,,,,Other,no,Yes,,,,,,,,
2120,1919,01/02/2018 13:32,16/03/2018 9:08,Failed,[B.Sc.] Business Administration,F,,,,SE,SE,,en,,NO,No,,,,,,,,,,,,,Other Official Exam,16/10/2016,,,,"Ashesi Student/Alumni
Teacher / Counselor",,Yes,,,,,,,,
2132,1931,01/02/2018 17:18,23/08/2018 15:44,Failed,[B.Sc.] Mechanical Engineering,M,,,,SE,SE,,en,,No,Yes,,,,,,,,,,,,,WASSCE - Ghana,03/04/2018,,,,"Ashesi Student/Alumni
Ashesi Website
Campus Tour
School Visit",,Yes,,,,,,,,
2138,1937,01/02/2018 20:32,13/05/2018 6:16,Enrolled,[B.Sc.] Computer Science,F,,,,SE,SE,,en,,No,Yes,,,,,,,,,,,,,International Baccalaureate (IB) Diploma,01/05/2018,,,,"Ashesi Parent
Ashesi Student/Alumni
Teacher / Counselor",Ashesi Innovative Experience 2015,No,,,,,,,,
2144,1943,01/02/2018 22:44,08/06/2018 2:04,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,,ny,,no,No,,,,,,,,,,,,,Other Official Exam,15/05/2016,,,,Ashesi Student/Alumni,No,Yes,,,,,,,,
2099,1958,02/02/2018 9:28,12/03/2018 8:47,Failed,[B.Sc.] Business Administration,F,,,,SE,SE,,ak,,No,No,,,,,,,,,,,,,WASSCE - Ghana,04/04/2018,,,,School Visit,No,No,,,,,,,,
2159,1961,02/02/2018 10:02,29/03/2018 12:12,Failed,[B.Sc.] Business Administration,M,,,,SE,SE,SE,en,,2017,No,,,,,,,,,,,,,International Baccalaureate (IB) Diploma,03/11/2017,,,,"Friend
Ashesi Website",No,Yes,,,,,,,,
